number,name,address,lat,lng,
5106,05106 - CUJAS,22 RUE CUJAS - 75005 PARIS,48.8481913486, 2.34183165485,
8041,08041 - CHAMPS ELYSEES LINCOLN,16 RUE DE LINCOLN - 75008 PARIS,48.8706901579, 2.30322242397,
4011,04011 - PLACE DU BATAILLON FRANCAIS DE L'ONU,FACE 18 RUE DE L'HOTEL DE VILLE - 75004 PARIS,48.8538141453, 2.35709265436,
31005,31005 - PARIS 2  (MONTREUIL),127/129 RUE DE PARIS - 93100 MONTREUIL,48.8562845162, 2.42643449061,
15044,15044 - J DUPRE,65 RUE DANTZIG - 75015 PARIS,48.8302693903, 2.29600807609,
32604,32604 - KOCK (LES LILAS),FACE 3 AVENUE PAUL DE KOCK - 93260 LES LILAS,48.8812154273, 2.42020915533,
15002,15002 - BOURDELLE,26 AVENUE DU MAINE - 75015 PARIS,48.8430853175, 2.32026394678,
15068,15068 - BOULEVARD VICTOR,FACE 5 BOULEVARD MARTIAL VALIN - 75015 PARIS,48.8381713102, 2.27033837975,
21001,21001 - TRANSVAL (BOULOGNE-BILLANCOURT),11 RUE DU TRANSVAL - 92100 BOULOGNE-BILLANCOURT,48.8482998095, 2.23757011021,
5023,05023 - PLACE JUSSIEU,13 RUE JUSSIEU - 75005 PARIS,48.8456168785, 2.3557455,
22003,22003 - BEFFROY (NEUILLY),3 RUE BEFFROY - 92200 NEUILLY,48.8867049831, 2.26126351803,
13102,13102 - LA PITIE-SALPETRIERE,47-83 BOULEVARD DE L'HOPITAL (Allée de la grille) - 75013 PARIS,48.83742, 2.36506,
15126,15126 - RENAN,Avenue ERNEST RENAN / PARC DES EXPOSITIONS - 75015 PARIS,48.8311001873, 2.28538759483,
16039,16039 - VERSAILLES EXELMANS,27 BOULEVARD EXELMANS - 75016 PARIS,48.8409629526, 2.26439411808,
7019,07019 - ECOLE MILITAIRE,85 AVENUE BOSQUET - 75007 PARIS,48.854951168, 2.3054786342,
33010,33010 - HUGO (AUBERVILLIERS),161 AVENUE VICTOR HUGO - 93300 AUBERVILLIERS,48.9111048097, 2.3791437423,
16014,16014 - AVENUE D EYLAU,4 AVENUE D'EYLAU - 75016 PARIS,48.8635464034, 2.28639449693,
22402,22402 - JAURES (MALAKOFF),10 AVENUE JEAN JAURES - 92240 MALAKOFF,48.8214600798, 2.30289945997,
12009,12009 - DIDEROT,FACE 124 RUE DE CHARENTON - 75012 PARIS,48.8462687898, 2.37926432509,
1025,01025 - TEMPLE DE L'ORATOIRE,2 RUE DE L'ORATOIRE - 75001 PARIS,48.8613894683, 2.34005523282,
12040,12040 - PORTE DE CHARENTON,FACE 2 AV. DE LA PORTE DE CHARENTON - 75012 PARIS,48.8315881252, 2.39874566495,
8009,08009 - SAINT LAZARE RER,1 RUE DE L'ISLY - 75008 PARIS,48.874808025, 2.32648148622,
17102,17102 - ALFRED ROLL,14 RUE ALFRED ROLL - 75017 PARIS,48.8878494938, 2.30003439798,
4104,04104 - SEBASTOPOL RAMBUTEAU,FACE 40 BOULEVARD SEBASTOPOL - 75004 PARIS,48.8618831022, 2.3502209761,
12008,12008 - HECTOR MALOT,15 BIS RUE HECTOR MALOT - 75012 PARIS,48.8468151323, 2.37692936059,
8040,08040 - CHAMPS ELYSEES CHARRON,65 RUE PIERRE CHARRON - 75008 PARIS,48.8700703391, 2.30431544672,
2004,02004 - REAUMUR MONTORGUEIL,83 ALLEE PIERRE LAZAREF - 75002 PARIS,48.8669737142, 2.34863246544,
7008,07008 - SOLFERINO,10 RUE DE VILLERSEXEL - 75007 PARIS,48.8583186469, 2.32383843779,
18109,18109 - RIQUET PAJOL,55 RUE PAJOL - 75018 PARIS,48.8895969709, 2.36285360426,
20038,20038 - LEON FRAPIE,6 RUE LEON FRAPIE - 75020 PARIS,48.8735490351, 2.41100303588,
10115,10115 - DODU,1 - 3 RUE DES ECLUSES SAINT MARTIN - 75010 PARIS,48.8761373391, 2.36808449794,
15058,15058 - GEORGES POMPIDOU,4 PLACE DU MOULIN DE JAVEL - 75015 PARIS,48.8400944467, 2.27158991199,
16009,16009 - SAINT DIDIER,32 RUE SAINT DIDIER - 75016 PARIS,48.8664391603, 2.2857459443,
7102,07102 - SAINTE CLOTHILDE,FACE 19 RUE CASIMIR PERIER - 75007 PARIS,48.8578291107, 2.31914905258,
16112,16112 - CHERNOVITZ,1-3 RUE CHERNOVITZ - 75016 PARIS,48.8569864146, 2.28217321814,
42003,42003 - INSURRECTION AOUT 1944 (IVRY),2 PLACE DE L'INSURRECTION AOUT 1944 - 94200 IVRY SUR SEINE,48.8146600822, 2.39826154064,
4101,04101 - BASTILLE,11 RUE DE LA BASTILLE - 75004 PARIS,48.853797345, 2.36840080696,
15112,15112 - FALGUIÈRE LEBRUN,19 RUE VIGEE LEBRUN - 75015 PARIS,48.8387588135, 2.3109360795,
8032,08032 - MATIGNON,27 AVENUE MATIGNON - 75008 PARIS,48.8714764213, 2.31388541995,
2108,02108 - VIVIENNE,42 RUE VIVIENNE - 75002 PARIS,48.8712422742, 2.34139499926,
8044,08044 - VAN DYCK,2 RUE ALFRED DE VIGNY - 75008 PARIS,48.8783613836, 2.30525444822,
31010,31010 - STALINGRAD (MONTREUIL),67-69 RUE DE STALINGRAD - 93100 MONTREUIL,48.8568111231, 2.44498742534,
18049,18049 - PTE D'AUBERVILLIERS,3-5 BOULEVARD NEY - 75018 PARIS,48.8984521733, 2.36960946334,
35013,35013 - TELL (PANTIN),1 RUE GUILLAUME TELL / FACE AU 64 BENJAMIN DELESSERT- 93500 PANTIN,48.88948842, 2.41984896873,
21701,21701 - LARMEROUX (VANVES),FACE 5 BIS RUE LARMEROUX - 92170 VANVES,48.8169399113, 2.28098948048,
6007,06007 - VAVIN,18 RUE BREA - 75006 PARIS,48.8427384783, 2.32979422176,
11028,11028 - BLUETS REPUBLIQUE,FACE 20 RUE GUILLAUME BERTRAND - 75011 PARIS,48.8638251743, 2.38090637715,
19024,19024 - BUTTES CHAUMONT,28 / 30 RUE BOTZARIS - 75019 PARIS,48.8779512536, 2.38146466288,
21108,21108 - VILLENEUVE 2 (CLICHY),6-8 RUE VILLENEUVE - 92110 CLICHY,48.9036210122, 2.30622856573,
23003,23003 - WILSON (LEVALLOIS),132 RUE DU PRESIDENT WILSON - 92300 LEVALLOIS,48.8983400023, 2.28508993358,
14020,14020 - PORTE DE MONTROUGE,AV. DE LA PORTE DE MONTROUGE - 75014 PARIS,48.8212167897, 2.32117350214,
20503,20503 - COURS DE VINCENNES PYRÉNÉES,1 RUE DES PYRENEES - 75020 PARIS,48.847724969, 2.40590731702,
31709,31709 - MARCEL (BAGNOLET),FACE AU 184 RUE ETIENNE MARCEL - 93170 BAGNOLET,48.8570503947, 2.42254995671,
9021,09021 - SAINT GEORGES,56 RUE SAINT GEORGES - 75009 PARIS,48.8778722783, 2.3374468042,
14113,14113 - ARAGO 2,36 RUE DE LA SANTE - 75014 PARIS,48.835128865, 2.34157863456,
19038,19038 - JOURDAIN,9 RUE LASSUS - 75019 PARIS,48.8755503948, 2.38903816085,
9019,09019 - VICTOR MASSE,38 RUE VICTOR MASSE - 75009 PARIS,48.881149034, 2.3366810043,
13026,13026 - PLACE HENOCQUE VERSION 2,21 RUE DU DR LERAY ET LANDOUZY - 75013 PARIS,48.8233161722, 2.35433694417,
42504,42504 - MALON (GENTILLY),FACE 59 RUE BENOIT MALON - 94250 GENTILLY,48.8144401796, 2.34107065417,
13050,13050 - QUAI PANHARD ET LEVASSOR,23 QUAI PANHARD ET LEVASSOR - 75013 PARIS,48.8283698938, 2.3844403546,
15042,15042 - FARMAN,61 RUE HENRY FARMAN - 75015 PARIS,48.8337338302, 2.27139647246,
13047,13047 - BOUTROUX VITRY,1 AVENUE BOUTROUX - 75013 PARIS,48.8226328422, 2.37773843366,
11012,11012 - MONTREUIL VOLTAIRE,93 RUE DE MONTREUIL - 75011 PARIS,48.8505070118, 2.39307555827,
8549,08549 - PLACE DUNANT,39 AVENUE GEORGE V - 75008 PARIS,48.8704091351, 2.30112319174,
13022,13022 - BUTTE AUX CAILLES,27 ET 36 RUE DE LA BUTTE AUX CAILLES - 75013 PARIS,48.8275643799, 2.34906350669,
17009,17009 - BODIN AVENUE DE CLICHY,2 RUE PAUL BODIN - 75017 PARIS,48.8926339214, 2.31731325811,
12106,12106 - BARTHES TROYES,3 RUE ROLAND BARTHES - 75012 PARIS,48.8439491758, 2.37908134343,
20119,20119 - SQUARE DE MENILMONTANT,138 RUE DE MENILMONTANT - 75020 PARIS,48.8701364587, 2.39669061288,
20006,20006 - PYRÉNÉES - PLAINE,33 RUE DES PYRENEES - 75020 PARIS,48.8502852806, 2.40629610782,
17033,17033 - CARNOT,8 AVENUE CARNOT - 75017 PARIS,48.8755384211, 2.29373210017,
16022,16022 - RUE JEAN BOLOGNE,16 RUE JEAN BOLOGNE - 75016 PARIS,48.8575668898, 2.28002739531,
18046,18046 - FOURCHE,12 RUE ETIENNE JOGELLE - 75018 PARIS,48.8879401639, 2.32612442031,
20121,20121 - MENILMONTANT BOYER,27 RUE BOYER - 75020 PARIS,48.8689101274, 2.39202048929,
16017,16017 - RUE DE SIAM,1 BIS RUE DE SIAM - 75016 PARIS,48.861720329, 2.27534656856,
16031,16031 - BOULAINVILLIERS,51 RUE DES VIGNES - 75016 PARIS,48.8561507434, 2.27518841467,
17013,17013 - LEGENDRE,62 RUE LEGENDRE - 75017 PARIS,48.8854377309, 2.31647383591,
18034,18034 - LEIBNITZ,50 RUE LEIBNITZ - 75018 PARIS,48.8963283485, 2.33339042383,
35009,35009 - LOLIVE 1 (PANTIN),104 AVENUE LOLIVE - 93500 PANTIN,48.8921394093, 2.4091077377,
21211,21211 - MARNE (MONTROUGE),100 AVENUE DE LA MARNE - 92120 MONTROUGE,48.8117498213, 2.30316988763,
8102,08102 - LAMENAIS WASHINGTON,1 RUE LAMENNAIS - 75008 PARIS,48.8735553345, 2.30328866613,
17037,17037 - BAYEN PEREIRE,40 RUE BAYEN - 75017 PARIS,48.8818307175, 2.29214066583,
20115,20115 - PORTE DE BAGNOLET,102 RUE LOUIS LUMIERE - 75020 PARIS,48.8644236486, 2.41041111584,
8049,08049 - DUNANT,42 AVENUE GEORGE V - 75008 PARIS,48.8704378054, 2.30083026142,
14023,14023 - MALAKOFF PINARD,76-78 BOULEVARD ADOLPHE PINARD - 75014 PARIS,48.8236534803, 2.30776682559,
12018,12018 - SAINT MANDE - FAVRE,5 AVENUE SAINT MANDE - 75012 PARIS,48.8456092497, 2.39593262721,
3006,03006 - MAIRIE DU 3EME,10 RUE PERREE - 75003 PARIS,48.8645308053, 2.36157981521,
42011,42011 - MARCEL BOYER (IVRY),26, Quai Marcel Boyer / rue Victor Hugo - 94200 IVRY,48.8225048,2017-04-08T18:25:27+02:00
21209,21209 - GEORGES MESSIER (MONTROUGE),35 RUE MOLIERE - 92120 MONTROUGE,48.8111018378, 2.31462974778,
12108,12108 - BERCY,FACE AU N°16 BOULEVARD DE BERCY - 75012 PARIS,48.84002, 2.37862,
15012,15012 - MADEMOISELLE,76 RUE CAMBRONNE - 75015 PARIS,48.84327733, 2.30230766886,
21706,21706 - BLEUZEN (VANVES),74 RUE JEAN BLEUZEN - 92170 VANVES,48.8233032341, 2.29650634355,
19008,19008 - CORENTIN CARIOU,177 AVENUE DE FLANDRE - 75019 PARIS,48.89465025, 2.38186872951,
20026,20026 - PELLEPORT,121 AVENUE GAMBETTA - 75020 PARIS,48.867925154, 2.40097662355,
5105,05105 - GEOFFROY SAINT HILAIRE,8 RUE GEOFFROY SAINT HILAIRE - 75005 PARIS,48.8390782642, 2.35687734067,
16011,16011 - VICTOR HUGO RUE DE LA POMPE,118 AVENUE VICTOR HUGO - 75016 PARIS,48.8681088869, 2.28147752242,
9028,09028 - MONCEY BLANCHE,4 RUE MONCEY - 75009 PARIS,48.8801539859, 2.33107516002,
18103,18103 - CHARLES HERMITE,45 RUE CHARLES HERMITE - 75018 PARIS,48.8989027534, 2.36473249417,
22007,22007 - CHARCOT (NEUILLY),35-37 BOULEVARD DU COMMANDANT CHARCOT - 92200 NEUILLY SUR SEINE,48.8753602839, 2.25569933163,
13006,13006 - SAINT MARCEL JEANNE D'ARC,02 RUE DUMERIL - 75013 PARIS,48.8381516081, 2.35710844956,
9015,09015 - LAMARTINE,43 RUE LAMARTINE - 75009 PARIS,48.8766221204, 2.33979989932,
20004,20004 - PORTE DE VINCENNES BIS,10 RUE DU COMMANDANT L'HERMINIER - 75020 PARIS,48.8470644175, 2.41602296002,
19108,19108 - ROSA PARKS – GASTON TESSIER,12 Rue Gaston Tessier - 75019 PARIS,48.8960206, 2.3739464,
13020,13020 - MENDES FRANCE,FACE 15 RUE PAUL KLEE - 75013 PARIS,48.8390842183, 2.37053233099,
31013,31013 - CENTENAIRE (MONTREUIL),8 RUE DU CENTENAIRE - 93100 MONTREUIL,48.8584596543, 2.42739031072,
13514,13514 - GARE D'AUSTERLITZ 2,9 BOULEVARD DE L'HOPITAL - 75013 PARIS,48.8418361736, 2.36346863686,
41101,41101 - DOUMER (ARCUEIL),FACE AU 11 AVENUE PAUL DOUMER - 94110 ARCUEIL,48.8063800103, 2.33671040255,
22407,22407 - BARBUSSE (MALAKOFF),ROND POINT HENRI BARBUSSE - 92240 MALAKOFF,48.8146796589, 2.28740045741,
14008,14008 - MOUTON DUVERNET,5 RUE MOUTON DUVERNET - 75014 PARIS,48.8315066757, 2.32931936322,
17042,17042 - PORTE MAILLOT,FACE 279 BOULEVARD PEREIRE - 75017 PARIS,48.8777500334, 2.28444435655,
13035,13035 - IVRY TOLBIAC,116 AVENUE DE CHOISY - 75013 PARIS,48.8259701364, 2.36023184076,
20048,20048 - BAGNOLET,110 RUE DE BAGNOLET - 75020 PARIS,48.8597776445, 2.40344426132,
15045,15045 - PLAINE,AVENUE DE LA PORTE DE LA PLAINE - 75015 PARIS,48.8281749364, 2.29258752255,
17104,17104 - GENERAL KOENIG,2 BOULEVARD AURELLE DE PALADINES - 75017 PARIS,48.8817256597, 2.28368266167,
10041,10041 - CHARTRES (18 ARR.),FACE 39 BOULEVARD DE LA CHAPELLE - 75010 PARIS,48.884141194, 2.35610946588,
20118,20118 - ORTEAUX MOURAUD,100 RUE DES ORTEAUX - 75020 PARIS,48.8555864285, 2.40876290776,
1008,01008 - COQUILLIERE - LOUVRE,9 RUE COQUILLIERE 75001 PARIS,48.863575, 2.3426385,
16021,16021 - RUE FRANCOIS PONSARD,1 RUE FRANCOIS PONSARD - 75016 PARIS,48.8584276966, 2.27430852414,
13110,13110 - MOULIN DE LA POINTE,66 RUE DU MOULIN DE LA POINTE - 75013 PARIS,48.821039287, 2.35634514417,
19121,19121 - BELLEVILLE PRE SAINT GERVAIS,195 RUE DE BELLEVILLE - 75019 PARIS,48.8755180686, 2.39296078728,
20015,20015 - BAGNOLET-ORTEAUX,44 BIS RUE DE BAGNOLET - 75020 PARIS,48.8571433921, 2.398472,
9020,09020 - TOUDOUZE CLAUZEL,FACE 27 RUE CLAUZEL - 75009 PARIS,48.8795052656, 2.33719063927,
21703,21703 - MARTINIE (VANVES),5-7 AVENUE MARCEL MARTINIE - 92170 VANVES,48.8210499235, 2.29130063072,
8055,08055 - TERNES COURCELLES,87 BD COURCELLES - 75008 PARIS,48.8781888764, 2.29929600386,
21101,21101 - VALITON (CLICHY),4 RUE DE VALITON - 92110 CLICHY,48.9024924515, 2.29784000737,
13023,13023 - BOBILLOT VERLAINE,30 RUE BOBILLOT - 75013 PARIS,48.8286028908, 2.35303458295,
33009,33009 - FELIX (AUBERVILLIERS),120 BOULEVARD FELIX FAURE - 93300 AUBERVILLIERS,48.9078857573, 2.37883847406,
21707,21707 - PASTEUR (VANVES),9 AVENUE PASTEUR ANGLE CARREFOUR ALBERT LEGRIS - 92170 Vanves,48.8250993292, 2.29250033146,
8057,08057 - HOCHE,62 AVENUE HOCHE - 75008 PARIS,48.8749447581, 2.2974385772,
16104,16104 - PAUL VALÉRY,26-32 RUE PAUL VALERY - 75016 PARIS,48.8713610398, 2.28886639604,
16019,16019 - HENRI MARTIN,FACE 98 AV. HENRI MARTIN - 75016 PARIS,48.8630253154, 2.2688065502,
8048,08048 - MARCEAU,45 AVENUE MARCEAU - 75008 PARIS,48.8688517082, 2.2985140488,
15108,15108 - LOURMEL - MARIE SKOBTSOV,84 RUE DE LOURMEL - 75015 PARIS,48.844974, 2.287283,
42503,42503 - LENINE (ARCUEIL/GENTILLY),71 AVENUE VLADIMIR LITCH LENINE - 94110 ARCUEIL,48.8127462, 2.3316847,
10017,10017 - GARE DE L'EST SAINT LAURENT,1 RUE DE LA FIDELITE - 75010 PARIS,48.8745750368, 2.3567967652,
12128,12128 - ROUTE DE LA PYRAMIDE- ECOLE DU BREUIL,Pyramide  (proche rond-point Route de la Ferme) - 75012 PARIS,48.82256, 2.45877,
21009,21009 - LECORBUSIER (BOULOGNE-BILLANCOURT),FACE AU 1 RUE LECORBUSIER - 92100 BOULOGNE-BILLANCOURT,48.8379982953, 2.24084666482,
14107,14107 - PORTE DE MONTROUGE 2,2 AVENUE DE LA PORTE DE MONTROUGE - 75014 PARIS,48.8234163005, 2.32293685711,
15120,15120 - AVIA,26 RUE DU COLONEL PIERRE AVIA - 75015 PARIS,48.8296843301, 2.27534258685,
16018,16018 - FLANDRIN,2 BOULEVARD FLANDRIN - 75016 PARIS,48.8644114095, 2.27244864765,
23004,23004 - COUTURIER 2 (LEVALLOIS),109 RUE  PAUL VAILLANT COUTURIER - 92300 LEVALLOIS,48.8981970226, 2.29384801797,
11030,11030 - SAINT MAUR OBERKAMPF,80 RUE OBERKAMPF - 75011 PARIS,48.8653079842, 2.37601991202,
17021,17021 - WAGRAM (17EME ARR.),RUE JOUFFROY D'ABBANS - 75017 PARIS,48.8842894403, 2.30549744426,
22006,22006 - PIERRET (NEUILLY),33 RUE PIERRET - 92200 NEUILLY SUR SEINE,48.8830266592, 2.26009698393,
21207,21207 - VERDIER (MONTROUGE),AVENUE VERDIER ANGLE AVENUE DE LA REPUBLIQUE - 92120 MONTROUGE,48.8155296337, 2.31702986373,
20122,20122 - DAVOUT VITRUVE,98 RUE VITRUVE - 75020 PARIS,48.860240121, 2.40875842782,
19023,19023 - MANIN SIMON BOLIVAR,FACE 1 RUE MANIN - 75019 PARIS,48.8764996541, 2.3794073626,
19033,19033 - CAMBRAI,30 RUE DE CAMBRAI - 75019 PARIS,48.8959473685, 2.38113380225,
32006,32006 - EGLISE SAINT JUSTE (SAINT DENIS),AVENUE DU PRESIDENT WILSON / PARKING DE L'EGLISE SAINT JUSTE - 93210 SAINT DENIS,48.908586717, 2.35848245779,
20106,20106 - MAIRIE DU 20ÈME,44-46 AVENUE GAMBETTA - 75020 PARIS,48.865352242, 2.39894644808,
13024,13024 - BOBILLOT TOLBIAC,81 RUE BOBILLOT - 75013 PARIS,48.8255258619, 2.35020508497,
9001,09001 - POISSONNIERE,5 RUE DE BELLEFOND - 75009 PARIS,48.8775014653, 2.34856937339,
17101,17101 - ALEXANDRE CHARPENTIER,FACE 3 RUE ALEXANDRE CHARPENTIER - 75017 PARIS,48.8843411247, 2.28827375264,
2002,02002 - MONTORGUEIL ETIENNE MARCEL,32 RUE ETIENNE MARCEL - 75002 PARIS,48.8645823775, 2.34628211167,
8056,08056 - WAGRAM,21 RUE BEAUJON - 75008 PARIS,48.8753776475, 2.29655534248,
23007,23007 - WILSON (LEVALLOIS),22 RUE DU PRESIDENT WILSON - 92300 LEVALLOIS-PERRET,48.8903802654, 2.29216048217,
21203,21203 - BRIAND (MONTROUGE),PLACE JULES FERRY / AVENUE ARISTIDE BRIAND - 92120 MONTROUGE,48.8125109082, 2.32568062304,
5009,05009 - SQUARE VIVIANI,6 RUE DU FOUARRE - 75005 PARIS,48.8516511794, 2.34746333452,
23008,23008 - REPUBLIQUE (LEVALLOIS),PLACE DE LA REPUBLIQUE - 92300 LEVALLOIS,48.8931946754, 2.28891416006,
22008,22008 - DE GAULLE (NEUILLY),153 BIS AVENUE CHARLES DE GAULLE - 92200 NEUILLY SUR SEINE,48.8829516254, 2.26513500874,
41103,41103 - BRIAND (ARCUEIL),AVENUE ARISTIDE BRIAND (CARREFOUR VACHE NOIRE) - 94110 ARCUEIL,48.8104231701, 2.32696976462,
35002,35002 - JAURES 2 (PANTIN),130 RUE JEAN JAURES - 93500 PANTIN,48.9072260127, 2.39612920045,
21702,21702 - BASCH (VANVES),6 AVENUE VICTOR BASCH - 92170 VANVES,48.8189398643, 2.29195987247,
14018,14018 - PORTE D'ORLEANS,6 PLACE DU 25 AOUT 1944 - 75014 PARIS,48.8228575017, 2.32504267092,
41602,41602 - DIGEON (SAINT MANDE),PLACE CHARLES DIGEON - 94160 SAINT MANDE,48.8435469599, 2.41831747657,
21202,21202 - BARBES (MONTROUGE),16 RUE BARBES - 92120 MONTROUGE,48.8172449117, 2.32750599924,
9011,09011 - FOLIES BERGERES,14 RUE GEOFFROY MARIE - 75009 PARIS,48.8737819406, 2.34451387634,
42206,42206 - PARIS 2 (CHARENTON),111 RUE DE PARIS - 94220 CHARENTON,48.8237840897, 2.4100135404,
21210,21210 - PERI 2 (MONTROUGE),8 RUE GABRIEL PERI - 92120 MONTROUGE,48.8178170939, 2.3240312783,
9023,09023 - ITALIENS LAFFITE,1 RUE LAFFITE - 75009 PARIS,48.8718157374, 2.33720154785,
21008,21008 - HUGO (BOULOGNE-BILLANCOURT),74 AVENUE VICTOR HUGO - 92100 BOULOGNE-BILLANCOURT,48.8379233148, 2.24606415154,
41102,41102 - RENAN (ARCUEIL),rue Ernest Renan / angle rue Vaucouleurs (A la sortie du RER B) - 94110 ARCUEIL,48.808800395, 2.33468965466,
42012,42012 - BARBUSSE (IVRY),1 RUE HENRY BARBUSSE - 94200 IVRY,48.810200348, 2.37967058912,
6005,06005 - MONTPARNASSE,40 RUE DU MONTPARNASSE - 75006 PARIS,48.843295457, 2.32654113413,
17048,17048 - TOCQUEVILLE,12 RUE DE TOCQUEVILLE - 75017 PARIS,48.8824022854, 2.31400041122,
16035,16035 - HIPPODROME D AUTEUIL,ALLEE DES FORTIFICATIONS - 75016 PARIS,48.848892821, 2.25765156147,
41604,41604 - LAGNY (SAINT MANDE),126 RUE LAGNY / ANGLE AVENUE JOFFRE - 94160 SAINT MANDE,48.8493118268, 2.41790976904,
14022,14022 - DIDOT-MARINIERS,108 RUE DIDOT - 75014 PARIS,48.826508, 2.31311526,
21107,21107 - SINCHOLLE (CLICHY),RUE BERTRAND SINCHOLLE - 92110 CLICHY,48.899359637, 2.3040405607,
16001,16001 - AVENUE DES PORTUGAIS,2 AVENUE DES PORTUGAIS - 75016 PARIS,48.8712137122, 2.29369213365,
20020,20020 - PYRENEES RENOUVIER,183 RUE DES PYRENEES - 75020 PARIS,48.8609593323, 2.40042185204,
5016,05016 - CONTRESCARPE-THOUIN,1 RUE THOUIN - 75005 PARIS,48.8450622564, 2.34949778986,
9013,09013 - MAIRIE DU 9EME,20 RUE DE LA GRANGE BATELIERE - 75009 PARIS,48.8732671376, 2.34075344805,
19043,19043 - PETITS PONTS,RUE JULES LADOUMEGUE / ANGLE ROUTES DES PETITS PONTS / ANGLE AV. DU GAL. LECLERC - 75019 PARIS,48.893800171, 2.39791036643,
16006,16006 - RUE LAURISTON,60 RUE LAURISTON - 75016 PARIS,48.8692602237, 2.28991872284,
9032,09032 - MATHURINS,12 RUE DES MATHURINS - 75009 PARIS,48.8729712519, 2.3294656117,
20037,20037 - SAINT FARGEAU,177 AVENUE GAMBETTA - 75020 PARIS,48.8712659184, 2.40395075221,
12152,12152 - MICHEL CHASLES - GARE DE LYON,4 au 8 et 7bis, rue Michel Chasles - 75012 PARIS,48.8463755523,2017-04-08T18:27:22+02:00
19124,19124 - ALEXANDER FLEMMING,RUE ALEXANDER FLEMMING - 75019 PARIS,48.8817697939, 2.40317936797,
21503,21503 - LEDRU ROLLIN (SURESNES),13/15 RUE LEDRU ROLLIN - 92150 SURESNES,48.8709204876, 2.22958935221,
31705,31705 - CHAMPEAUX (BAGNOLET),RUE DES CHAMPEAUX (PRES DE LA GARE ROUTIERE) - 93170 BAGNOLET,48.864527821, 2.41617072443,
6006,06006 - NOTRE DAME DES CHAMPS,41 RUE NOTRE DAME DES CHAMPS - 75006 PARIS,48.8447992886, 2.32933775589,
5104,05104 - BUFFON,47 RUE BUFFON - 75005 PARIS,48.8419161798, 2.35891268132,
13018,13018 - AURIOL CHEVALERET,1 RUE BRUANT - 75013 PARIS,48.8348484529, 2.36682649963,
6107,06107 - CHERCHE MIDI,29 RUE DU CHERCHE MIDI - 75006 PARIS,48.8502410872, 2.32755154921,
6029,06029 - VAUGIRARD PRINCE,FACE 1 RUE DE VAUGIRARD - 75006 PARIS,48.8489229582, 2.34104050871,
12151,12151 - GARE DE LYON,GARE DE LYON - 75012 PARIS,48.8455150898, 2.37264984463,
13116,13116 - PLACE DU DOCTEUR YERSIN,FACE 5 AVENUE DE LA PORTE D'IVRY - 75013 PARIS,48.8202267926, 2.37220930965,
16030,16030 - MIRABEAU,4 PLACE DE BARCELONE - 75016 PARIS,48.84766571, 2.27355626497,
14111,14111 - DENFERT-ROCHEREAU CASSINI,18 RUE CASSINI - 75014 PARIS,48.8375492922, 2.33598303047,
21113,21113 - PETIT (CLICHY),2 RUE PETIT - 92110 CLICHY,48.8993483538, 2.29662648341,
3007,03007 - ARCHIVES PASTOURELLE,67 RUE DES ARCHIVES - 75003 PARIS,48.8624012119, 2.35944703195,
20110,20110 - PORTE DES LILAS,FACE 241 AVENUE GAMBETTA - 75020 PARIS,48.8754124219, 2.40596033115,
13001,13001 - PORT ROYAL,51 BOULEVARD PORT ROYAL - 75013 PARIS,48.837727921, 2.34466404343,
2101,02101 - BACHAUMONT,14 RUE BACHAUMONT - 75002 PARIS,48.8660671501, 2.3454636527,
10032,10032 - DODU,N° 12-14 RUE CLAUDE VELLEFAUX- 75010 PARIS,48.872859139, 2.37007170699,
14115,14115 - CITÉ UNIVERSITAIRE,AVENUE MAURICE D'OCAGNE - 75014 PARIS,48.8239231685, 2.31657332932,
4009,04009 - VILLAGE SAINT PAUL,6 RUE SAINT PAUL - 75004 PARIS,48.8527259722, 2.36087834343,
16034,16034 - PORTE D'AUTEUIL,76 RUE D'AUTEUIL - 75016 PARIS,48.8479502078, 2.26065982614,
13121,13121 - BRUNESEAU - QUAI D'IVRY,5 RUE BRUNESEAU - 75013 PARIS,48.8249528729, 2.38858067885,
14027,14027 - ALESIA GERGOVIE,FACE 83 RUE DE GERGOVIE - 75014 PARIS,48.8308871746, 2.31888210121,
13106,13106 - BOBILLOT MERY,17 RUE BOBILLOT - 75013 PARIS,48.8298753727, 2.35424653463,
8016,08016 - SQUARE LOUIS XVI,DEV 32 RUE PASQUIER - 75008 PARIS,48.873204401, 2.32365883074,
19035,19035 - PORTE CHAUMONT,RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS,48.8857332999, 2.39784641538,
20035,20035 - PYRENEES,262 RUE DES PYRENEES - 75020 PARIS,48.8694128912, 2.39503998122,
19101,19101 - SIMON BOLIVAR,36 AVENUE SIMON BOLIVAR - 75019 PARIS,48.8750704041, 2.38259171498,
17044,17044 - PORTE DE SAINT OUEN,1 AVENUE DE LA PORTE DE SAINT OUEN - 75017 PARIS,48.8979224085, 2.32851451022,
15034,15034 - COMMERCE,2 RUE LAKANAL - 75015 PARIS,48.8444259195, 2.29404143328,
13111,13111 - CIMETIERE DE GENTILLY,RUE DE LA POTERNE DES PEUPLIERS - 75013 PARIS,48.8185744158, 2.35326018374,
42008,42008 - CASANOVA (IVRY),128 AVENUE DANIEL CASANOVA - 94200 IVRY,48.8142062848, 2.38420701356,
